county,FIPS,date,case_2.5,case_50,case_97.5,death_2.5,death_50,death_97.5
Rutherford County TN,47149,03/10,0.00,0.00,1.00,0.00,0.00,0.00
Rutherford County TN,47149,03/11,0.00,0.00,1.00,0.00,0.00,0.00
Rutherford County TN,47149,03/12,0.00,0.00,1.00,0.00,0.00,0.00
Rutherford County TN,47149,03/13,0.00,0.00,1.00,0.00,0.00,0.00
Rutherford County TN,47149,03/14,0.00,0.00,1.00,0.00,0.00,0.00
Rutherford County TN,47149,03/15,0.00,0.00,2.00,0.00,0.00,0.00
Rutherford County TN,47149,03/16,0.00,0.00,1.00,0.00,0.00,0.00
Rutherford County TN,47149,03/17,0.00,0.00,2.00,0.00,0.00,0.00
Rutherford County TN,47149,03/18,0.00,0.00,2.00,0.00,0.00,0.00
Rutherford County TN,47149,03/19,0.00,0.00,2.00,0.00,0.00,0.00
Rutherford County TN,47149,03/20,0.00,0.00,2.00,0.00,0.00,0.00
Rutherford County TN,47149,03/21,0.00,0.00,3.00,0.00,0.00,0.00
Rutherford County TN,47149,03/22,0.00,0.00,3.00,0.00,0.00,0.00
Rutherford County TN,47149,03/23,0.00,0.00,3.00,0.00,0.00,0.00
Rutherford County TN,47149,03/24,0.00,0.00,3.00,0.00,0.00,0.00
Rutherford County TN,47149,03/25,0.00,1.00,4.00,0.00,0.00,0.00
Rutherford County TN,47149,03/26,0.00,1.00,5.00,0.00,0.00,0.00
Rutherford County TN,47149,03/27,0.00,1.00,5.00,0.00,0.00,0.00
Rutherford County TN,47149,03/28,0.00,1.00,5.00,0.00,0.00,0.00
Rutherford County TN,47149,03/29,0.00,1.00,7.00,0.00,0.00,0.00
Rutherford County TN,47149,03/30,0.00,1.00,7.00,0.00,0.00,0.00
Rutherford County TN,47149,03/31,0.00,1.00,8.00,0.00,0.00,0.00
Rutherford County TN,47149,04/01,0.00,2.00,11.00,0.00,0.00,1.00
Rutherford County TN,47149,04/02,0.00,2.00,12.00,0.00,0.00,1.00
Rutherford County TN,47149,04/03,0.00,2.00,10.00,0.00,0.00,1.00
Rutherford County TN,47149,04/04,0.00,2.00,10.00,0.00,0.00,1.00
Rutherford County TN,47149,04/05,0.00,2.00,13.00,0.00,0.00,1.00
Rutherford County TN,47149,04/06,0.00,2.00,13.00,0.00,0.00,1.00
Rutherford County TN,47149,04/07,0.00,2.00,14.00,0.00,0.00,2.00
Rutherford County TN,47149,04/08,0.00,2.00,19.00,0.00,0.00,2.00
Rutherford County TN,47149,04/09,0.00,3.00,21.00,0.00,0.00,1.00
Rutherford County TN,47149,04/10,0.00,3.00,22.00,0.00,0.00,1.00
Rutherford County TN,47149,04/11,0.00,4.00,30.00,0.00,0.00,2.00
Rutherford County TN,47149,04/12,0.00,3.00,26.00,0.00,0.00,1.00
Rutherford County TN,47149,04/13,0.00,5.00,33.00,0.00,0.00,1.00
Rutherford County TN,47149,04/14,0.00,4.00,32.00,0.00,0.00,2.00
Rutherford County TN,47149,04/15,0.00,4.00,29.00,0.00,0.00,3.00
Rutherford County TN,47149,04/16,0.00,5.00,34.00,0.00,0.00,2.00
Rutherford County TN,47149,04/17,0.00,4.00,41.00,0.00,0.00,2.00
Rutherford County TN,47149,04/18,0.00,4.00,38.00,0.00,0.00,3.00
Rutherford County TN,47149,04/19,0.00,5.00,40.00,0.00,0.00,3.00
Rutherford County TN,47149,04/20,0.00,5.00,45.00,0.00,0.00,2.00
Rutherford County TN,47149,04/21,0.00,5.00,52.00,0.00,0.00,3.00
Rutherford County TN,47149,04/22,0.00,5.00,51.00,0.00,0.00,2.00
Rutherford County TN,47149,04/23,0.00,5.00,52.00,0.00,0.00,2.00
Rutherford County TN,47149,04/24,0.00,6.00,54.00,0.00,0.00,3.00
Rutherford County TN,47149,04/25,1.00,6.00,53.00,0.00,0.00,3.00
Rutherford County TN,47149,04/26,0.00,6.00,66.00,0.00,0.00,4.00
Rutherford County TN,47149,04/27,0.00,6.00,63.00,0.00,0.00,3.00
Rutherford County TN,47149,04/28,0.00,6.00,77.00,0.00,0.00,3.00
Rutherford County TN,47149,04/29,0.00,8.00,77.00,0.00,0.00,4.00
Rutherford County TN,47149,04/30,0.00,7.00,77.00,0.00,0.00,6.00
Rutherford County TN,47149,05/01,0.00,8.00,80.00,0.00,0.00,5.00
Rutherford County TN,47149,05/02,0.00,8.00,93.00,0.00,0.00,4.00
Rutherford County TN,47149,05/03,0.00,9.00,92.00,0.00,0.00,4.00
San Joaquin County CA,6077,02/21,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,02/22,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,02/23,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,02/24,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,02/25,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,02/26,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,02/27,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,02/28,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,02/29,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/01,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/02,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/03,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/04,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/05,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/06,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/07,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/08,0.00,0.00,1.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/09,0.00,0.00,0.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/10,0.00,0.00,1.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/11,0.00,0.00,1.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/12,0.00,0.00,1.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/13,0.00,0.00,1.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/14,0.00,0.00,1.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/15,0.00,0.00,2.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/16,0.00,0.00,3.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/17,0.00,0.00,2.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/18,0.00,0.00,2.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/19,0.00,0.00,3.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/20,0.00,0.00,2.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/21,0.00,0.00,3.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/22,0.00,0.00,2.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/23,0.00,0.00,3.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/24,0.00,0.00,4.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/25,0.00,1.00,3.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/26,0.00,1.00,4.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/27,0.00,1.00,4.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/28,0.00,1.00,5.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/29,0.00,1.00,7.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/30,0.00,1.00,6.00,0.00,0.00,0.00
San Joaquin County CA,6077,03/31,0.00,1.00,6.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/01,0.00,1.00,7.00,0.00,0.00,0.00
San Joaquin County CA,6077,04/02,0.00,1.00,7.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/03,0.00,1.00,10.00,0.00,0.00,0.00
San Joaquin County CA,6077,04/04,0.00,1.00,13.00,0.00,0.00,0.00
San Joaquin County CA,6077,04/05,0.00,2.00,8.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/06,0.00,1.00,12.00,0.00,0.00,0.00
San Joaquin County CA,6077,04/07,0.00,2.00,12.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/08,0.00,2.00,11.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/09,0.00,2.00,11.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/10,0.00,2.00,14.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/11,0.00,3.00,13.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/12,0.00,3.00,15.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/13,0.00,3.00,15.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/14,0.00,3.00,14.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/15,0.00,3.00,14.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/16,0.00,3.00,15.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/17,0.00,3.00,14.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/18,0.00,3.00,15.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/19,0.00,3.00,14.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/20,0.00,2.00,14.00,0.00,0.00,2.00
San Joaquin County CA,6077,04/21,0.00,2.00,14.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/22,0.00,2.00,11.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/23,0.00,2.00,8.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/24,0.00,2.00,10.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/25,0.00,2.00,10.00,0.00,0.00,2.00
San Joaquin County CA,6077,04/26,0.00,2.00,11.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/27,0.00,2.00,7.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/28,0.00,1.00,8.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/29,0.00,2.00,7.00,0.00,0.00,1.00
San Joaquin County CA,6077,04/30,0.00,1.00,9.00,0.00,0.00,1.00
San Joaquin County CA,6077,05/01,0.00,1.00,8.00,0.00,0.00,1.00
San Joaquin County CA,6077,05/02,0.00,2.00,8.00,0.00,0.00,1.00
San Joaquin County CA,6077,05/03,0.00,1.00,8.00,0.00,0.00,0.00
Ventura County CA,6111,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,03/02,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,03/03,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,03/04,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,03/05,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,03/06,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,03/07,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,03/08,0.00,0.00,1.00,0.00,0.00,0.00
Ventura County CA,6111,03/09,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,03/10,0.00,0.00,1.00,0.00,0.00,0.00
Ventura County CA,6111,03/11,0.00,0.00,1.00,0.00,0.00,0.00
Ventura County CA,6111,03/12,0.00,0.00,1.00,0.00,0.00,0.00
Ventura County CA,6111,03/13,0.00,0.00,0.00,0.00,0.00,0.00
Ventura County CA,6111,03/14,0.00,0.00,1.00,0.00,0.00,0.00
Ventura County CA,6111,03/15,0.00,0.00,1.00,0.00,0.00,0.00
Ventura County CA,6111,03/16,0.00,0.00,1.00,0.00,0.00,0.00
Ventura County CA,6111,03/17,0.00,0.00,2.00,0.00,0.00,0.00
Ventura County CA,6111,03/18,0.00,0.00,2.00,0.00,0.00,0.00
Ventura County CA,6111,03/19,0.00,0.00,1.00,0.00,0.00,0.00
Ventura County CA,6111,03/20,0.00,0.00,1.00,0.00,0.00,0.00
Ventura County CA,6111,03/21,0.00,0.00,1.00,0.00,0.00,0.00
Ventura County CA,6111,03/22,0.00,0.00,2.00,0.00,0.00,0.00
Ventura County CA,6111,03/23,0.00,0.00,2.00,0.00,0.00,0.00
Ventura County CA,6111,03/24,0.00,0.00,2.00,0.00,0.00,0.00
Ventura County CA,6111,03/25,0.00,0.00,2.00,0.00,0.00,0.00
Ventura County CA,6111,03/26,0.00,0.00,3.00,0.00,0.00,0.00
Ventura County CA,6111,03/27,0.00,0.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,03/28,0.00,0.00,2.00,0.00,0.00,0.00
Ventura County CA,6111,03/29,0.00,0.00,3.00,0.00,0.00,0.00
Ventura County CA,6111,03/30,0.00,0.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,03/31,0.00,0.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/01,0.00,0.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/02,0.00,0.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/03,0.00,0.00,5.00,0.00,0.00,0.00
Ventura County CA,6111,04/04,0.00,1.00,5.00,0.00,0.00,0.00
Ventura County CA,6111,04/05,0.00,1.00,6.00,0.00,0.00,0.00
Ventura County CA,6111,04/06,0.00,1.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/07,0.00,1.00,7.00,0.00,0.00,0.00
Ventura County CA,6111,04/08,0.00,1.00,5.00,0.00,0.00,0.00
Ventura County CA,6111,04/09,0.00,1.00,6.00,0.00,0.00,0.00
Ventura County CA,6111,04/10,0.00,1.00,8.00,0.00,0.00,0.00
Ventura County CA,6111,04/11,0.00,1.00,7.00,0.00,0.00,0.00
Ventura County CA,6111,04/12,0.00,1.00,6.00,0.00,0.00,0.00
Ventura County CA,6111,04/13,0.00,1.00,7.00,0.00,0.00,0.00
Ventura County CA,6111,04/14,0.00,1.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/15,0.00,1.00,6.00,0.00,0.00,0.00
Ventura County CA,6111,04/16,0.00,1.00,6.00,0.00,0.00,0.00
Ventura County CA,6111,04/17,0.00,1.00,7.00,0.00,0.00,0.00
Ventura County CA,6111,04/18,0.00,1.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/19,0.00,1.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/20,0.00,1.00,5.00,0.00,0.00,0.00
Ventura County CA,6111,04/21,0.00,1.00,6.00,0.00,0.00,0.00
Ventura County CA,6111,04/22,0.00,0.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/23,0.00,0.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/24,0.00,0.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/25,0.00,1.00,5.00,0.00,0.00,0.00
Ventura County CA,6111,04/26,0.00,0.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/27,0.00,0.00,4.00,0.00,0.00,0.00
Ventura County CA,6111,04/28,0.00,1.00,3.00,0.00,0.00,0.00
Ventura County CA,6111,04/29,0.00,0.00,3.00,0.00,0.00,0.00
Ventura County CA,6111,04/30,0.00,0.00,3.00,0.00,0.00,0.00
Ventura County CA,6111,05/01,0.00,0.00,2.00,0.00,0.00,0.00
Ventura County CA,6111,05/02,0.00,0.00,3.00,0.00,0.00,0.00
Ventura County CA,6111,05/03,0.00,0.00,2.00,0.00,0.00,0.00
Eagle County CO,8037,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/02,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/03,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/04,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/05,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/06,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/07,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/08,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/09,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/10,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/11,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/12,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/13,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/14,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/15,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/16,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/17,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/18,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/19,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/20,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/21,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/22,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/23,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/24,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/25,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/26,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/27,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/28,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/29,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/30,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,03/31,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/01,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/02,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/03,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/04,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/05,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/06,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/07,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/08,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/09,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/10,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/11,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/12,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/13,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/14,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/15,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/16,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/17,0.00,0.00,0.00,0.00,0.00,0.00
Eagle County CO,8037,04/18,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/19,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/20,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/21,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/22,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/23,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/24,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/25,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/26,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/27,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/28,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/29,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,04/30,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,05/01,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,05/02,0.00,0.00,1.00,0.00,0.00,0.00
Eagle County CO,8037,05/03,0.00,0.00,1.00,0.00,0.00,0.00
Hampshire County MA,25015,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/02,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/03,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/04,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/05,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/06,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/07,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/08,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/09,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/10,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/11,0.00,0.00,1.00,0.00,0.00,0.00
Hampshire County MA,25015,03/12,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/13,0.00,0.00,1.00,0.00,0.00,0.00
Hampshire County MA,25015,03/14,0.00,0.00,0.00,0.00,0.00,0.00
Hampshire County MA,25015,03/15,0.00,0.00,1.00,0.00,0.00,0.00
Hampshire County MA,25015,03/16,0.00,0.00,1.00,0.00,0.00,0.00
Hampshire County MA,25015,03/17,0.00,0.00,1.00,0.00,0.00,0.00
Hampshire County MA,25015,03/18,0.00,0.00,1.00,0.00,0.00,0.00
Hampshire County MA,25015,03/19,0.00,0.00,2.00,0.00,0.00,0.00
Hampshire County MA,25015,03/20,0.00,0.00,1.00,0.00,0.00,0.00
Hampshire County MA,25015,03/21,0.00,0.00,1.00,0.00,0.00,0.00
Hampshire County MA,25015,03/22,0.00,0.00,1.00,0.00,0.00,0.00
Hampshire County MA,25015,03/23,0.00,0.00,2.00,0.00,0.00,0.00
Hampshire County MA,25015,03/24,0.00,0.00,2.00,0.00,0.00,0.00
Hampshire County MA,25015,03/25,0.00,0.00,2.00,0.00,0.00,0.00
Hampshire County MA,25015,03/26,0.00,0.00,2.00,0.00,0.00,0.00
Hampshire County MA,25015,03/27,0.00,0.00,2.00,0.00,0.00,0.00
Hampshire County MA,25015,03/28,0.00,0.00,3.00,0.00,0.00,0.00
Hampshire County MA,25015,03/29,0.00,0.00,2.00,0.00,0.00,0.00
Hampshire County MA,25015,03/30,0.00,0.00,3.00,0.00,0.00,0.00
Hampshire County MA,25015,03/31,0.00,0.00,4.00,0.00,0.00,0.00
Hampshire County MA,25015,04/01,0.00,0.00,3.00,0.00,0.00,0.00
Hampshire County MA,25015,04/02,0.00,0.00,4.00,0.00,0.00,0.00
Hampshire County MA,25015,04/03,0.00,0.00,3.00,0.00,0.00,0.00
Hampshire County MA,25015,04/04,0.00,1.00,4.00,0.00,0.00,0.00
Hampshire County MA,25015,04/05,0.00,1.00,4.00,0.00,0.00,0.00
Hampshire County MA,25015,04/06,0.00,1.00,4.00,0.00,0.00,0.00
Hampshire County MA,25015,04/07,0.00,1.00,5.00,0.00,0.00,0.00
Hampshire County MA,25015,04/08,0.00,1.00,4.00,0.00,0.00,0.00
Hampshire County MA,25015,04/09,0.00,1.00,6.00,0.00,0.00,0.00
Hampshire County MA,25015,04/10,0.00,1.00,5.00,0.00,0.00,0.00
Hampshire County MA,25015,04/11,0.00,1.00,6.00,0.00,0.00,0.00
Hampshire County MA,25015,04/12,0.00,2.00,7.00,0.00,0.00,0.00
Hampshire County MA,25015,04/13,0.00,1.00,6.00,0.00,0.00,0.00
Hampshire County MA,25015,04/14,0.00,1.00,6.00,0.00,0.00,0.00
Hampshire County MA,25015,04/15,0.00,1.00,6.00,0.00,0.00,0.00
Hampshire County MA,25015,04/16,0.00,1.00,5.00,0.00,0.00,0.00
Hampshire County MA,25015,04/17,0.00,1.00,8.00,0.00,0.00,0.00
Hampshire County MA,25015,04/18,0.00,1.00,5.00,0.00,0.00,0.00
Hampshire County MA,25015,04/19,0.00,1.00,6.00,0.00,0.00,0.00
Hampshire County MA,25015,04/20,0.00,1.00,6.00,0.00,0.00,0.00
Hampshire County MA,25015,04/21,0.00,1.00,6.00,0.00,0.00,0.00
Hampshire County MA,25015,04/22,0.00,1.00,6.00,0.00,0.00,0.00
Hampshire County MA,25015,04/23,0.00,1.00,5.00,0.00,0.00,0.00
Hampshire County MA,25015,04/24,0.00,1.00,5.00,0.00,0.00,0.00
Hampshire County MA,25015,04/25,0.00,1.00,4.00,0.00,0.00,0.00
Hampshire County MA,25015,04/26,0.00,1.00,4.00,0.00,0.00,0.00
Hampshire County MA,25015,04/27,0.00,1.00,5.00,0.00,0.00,0.00
Hampshire County MA,25015,04/28,0.00,1.00,4.00,0.00,0.00,0.00
Hampshire County MA,25015,04/29,0.00,1.00,5.00,0.00,0.00,0.00
Hampshire County MA,25015,04/30,0.00,0.00,4.00,0.00,0.00,0.00
Hampshire County MA,25015,05/01,0.00,1.00,3.00,0.00,0.00,0.00
Hampshire County MA,25015,05/02,0.00,0.00,3.00,0.00,0.00,0.00
Hampshire County MA,25015,05/03,0.00,0.00,3.00,0.00,0.00,0.00
Pulaski County AR,5119,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Pulaski County AR,5119,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Pulaski County AR,5119,02/23,0.00,0.00,0.00,0.00,0.00,0.00
